city,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Nantou,12,12.83333333,13.6,12.7,12.97047736,13.17239244,13.37430752,13.5762226,13.77813769,13.98005277,14.20309635,14.42613992,14.6491835,14.87222708,15.09527066,15.21603282,15.33679499,15.45755715,15.57831932,15.69908148,15.82990716,15.96073284,16.09155852,16.2223842,16.35320988,16.38377662,16.41434337,16.44491012,16.47547687,16.50604361,16.54243489,16.57882617,16.61521745,16.65160872,16.688
Yunlin,10,10.13333333,10.2,10.6,10.82575275,10.9942803,11.16280785,11.3313354,11.49986295,11.6683905,11.85455286,12.04071521,12.22687757,12.41303992,12.59920228,12.6999959,12.80078952,12.90158313,13.00237675,13.10317037,13.21236346,13.32155654,13.43074963,13.53994272,13.6491358,13.67464821,13.70016061,13.72567301,13.75118542,13.77669782,13.80707164,13.83744546,13.86781929,13.89819311,13.92856693
Chiayi,11.3,11.9,12.43333333,12,12.25556916,12.44635506,12.63714097,12.82792687,13.01871278,13.20949868,13.42024852,13.63099835,13.84174819,14.05249803,14.26324786,14.37735385,14.49145983,14.60556581,14.71967179,14.83377778,14.95739259,15.08100741,15.20462222,15.32823704,15.45185185,15.48073382,15.50961578,15.53849775,15.56737972,15.59626168,15.63064714,15.6650326,15.69941806,15.73380352,15.76818898
Pingtung,10,10.13333333,10.2,10.6,10.82575275,10.9942803,11.16280785,11.3313354,11.49986295,11.6683905,11.85455286,12.04071521,12.22687757,12.41303992,12.59920228,12.6999959,12.80078952,12.90158313,13.00237675,13.10317037,13.21236346,13.32155654,13.43074963,13.53994272,13.6491358,13.67464821,13.70016061,13.72567301,13.75118542,13.77669782,13.80707164,13.83744546,13.86781929,13.89819311,13.92856693
Taitung,12.2,13.1,13.93333333,12.9,13.17473684,13.37983169,13.58492654,13.79002139,13.99511623,14.20021108,14.42676716,14.65332323,14.8798793,15.10643538,15.33299145,15.45565538,15.57831932,15.70098325,15.82364718,15.94631111,16.07919704,16.21208296,16.34496889,16.47785481,16.61074074,16.64178885,16.67283697,16.70388508,16.73493319,16.76598131,16.80294568,16.83991004,16.87687441,16.91383878,16.95080315
Hualien,13,14.2,15.33333333,13.8,14.09390453,14.31330832,14.53271211,14.7521159,14.97151969,15.19092348,15.43328579,15.67564811,15.91801042,16.16037273,16.40273504,16.53395692,16.6651788,16.79640068,16.92762256,17.05884444,17.20100148,17.34315852,17.48531556,17.62747259,17.76962963,17.80284389,17.83605815,17.86927241,17.90248667,17.93570093,17.97524421,18.01478749,18.05433077,18.09387405,18.13341732
Penghu,12.7,13.8,14.83333333,13.5,13.7875153,14.00214944,14.21678359,14.43141773,14.64605187,14.86068602,15.09777958,15.33487315,15.57196671,15.80906028,16.04615385,16.17452308,16.30289231,16.43126154,16.55963077,16.688,16.82706667,16.96613333,17.1052,17.24426667,17.38333333,17.41582555,17.44831776,17.48080997,17.51330218,17.54579439,17.58447803,17.62316167,17.66184532,17.70052896,17.7392126
Keelung,10.3,10.53333333,10.7,10.9,11.13214198,11.30543918,11.47873638,11.65203357,11.82533077,11.99862797,12.19005907,12.38149017,12.57292127,12.76435237,12.95578348,13.05942974,13.16307601,13.26672228,13.37036855,13.47401481,13.58629827,13.69858173,13.81086519,13.92314864,14.0354321,14.06166655,14.087901,14.11413546,14.14036991,14.16660436,14.19783782,14.22907128,14.26030474,14.2915382,14.32277165
HsinchuCity,10.3,10.53333333,10.7,10.9,11.13214198,11.30543918,11.47873638,11.65203357,11.82533077,11.99862797,12.19005907,12.38149017,12.57292127,12.76435237,12.95578348,13.05942974,13.16307601,13.26672228,13.37036855,13.47401481,13.58629827,13.69858173,13.81086519,13.92314864,14.0354321,14.06166655,14.087901,14.11413546,14.14036991,14.16660436,14.19783782,14.22907128,14.26030474,14.2915382,14.32277165
ChiayiCity,10,10.13333333,10.2,10.6,10.82575275,10.9942803,11.16280785,11.3313354,11.49986295,11.6683905,11.85455286,12.04071521,12.22687757,12.41303992,12.59920228,12.6999959,12.80078952,12.90158313,13.00237675,13.10317037,13.21236346,13.32155654,13.43074963,13.53994272,13.6491358,13.67464821,13.70016061,13.72567301,13.75118542,13.77669782,13.80707164,13.83744546,13.86781929,13.89819311,13.92856693
Kinmen,12.7,13.8,14.83333333,13.5,13.7875153,14.00214944,14.21678359,14.43141773,14.64605187,14.86068602,15.09777958,15.33487315,15.57196671,15.80906028,16.04615385,16.17452308,16.30289231,16.43126154,16.55963077,16.688,16.82706667,16.96613333,17.1052,17.24426667,17.38333333,17.41582555,17.44831776,17.48080997,17.51330218,17.54579439,17.58447803,17.62316167,17.66184532,17.70052896,17.7392126
Matsu,12.7,13.8,14.83333333,13.5,13.7875153,14.00214944,14.21678359,14.43141773,14.64605187,14.86068602,15.09777958,15.33487315,15.57196671,15.80906028,16.04615385,16.17452308,16.30289231,16.43126154,16.55963077,16.688,16.82706667,16.96613333,17.1052,17.24426667,17.38333333,17.41582555,17.44831776,17.48080997,17.51330218,17.54579439,17.58447803,17.62316167,17.66184532,17.70052896,17.7392126
total,10.3,10.53333333,10.7,10.9,11.13214198,11.30543918,11.47873638,11.65203357,11.82533077,11.99862797,12.19005907,12.38149017,12.57292127,12.76435237,12.95578348,13.05942974,13.16307601,13.26672228,13.37036855,13.47401481,13.58629827,13.69858173,13.81086519,13.92314864,14.0354321,14.06166655,14.087901,14.11413546,14.14036991,14.16660436,14.19783782,14.22907128,14.26030474,14.2915382,14.32277165
