id,income,car
7210,154951.3333,0
5368,154959.6,0
12799,155022.25,0.25
4810,155048.75,0.25
11975,155078.6667,0
1442,155100,0.25
3269,155121.7273,0.45
3419,155153.6667,0.33
9950,155178.3333,0.11
3676,155222.4,0
9578,155226.5,0.25
7496,155252.6,0.2
3978,155265,1
3589,155304.6667,0
3311,155317,0
12864,155328.5,0.25
1756,155357.5,0
5757,155365.5,0
10850,155390.8,0
5161,155411.25,0
13332,155427.3333,0
10941,155445.3333,0
5710,155450,0.25
7648,155482.5,0
4719,155496,0.2
817,155525,0
11606,155538.2,0
10422,155553.5714,0.14
6362,155588.75,0.25
9087,155594.25,0.25
3475,155633,0
9462,155639.3333,0.33
8823,155645.3333,0.33
4913,155660.4,0.2
7008,155680,0
5917,155687,0.67
8975,155710.5,0.08
9867,155758,0
3428,155767.125,0.25
7174,155776,0.2
2464,155815.2,0.2
767,155823.75,0.25
6970,155857,0
5641,155862.75,0
9975,155869.6,0
12987,155873.75,0.25
611,155877,0
5271,155881,0
8010,155893.8,0
9464,155898,0
3085,155928.75,0.25
12854,155955,0
10855,155973.75,0
13522,156007.5,0
576,156042.5,0
7651,156044,0
1205,156075,0
13776,156088.75,0
3028,156150,0
5181,156217.5,0
8842,156269.3333,0
5725,156354,0.25
7706,156371.8,0.2
9470,156374.25,0
1114,156384,0.2
3401,156396.1667,0.17
420,156402.75,0.25
9260,156433.5,0.25
4853,156470,0
5982,156474.25,0
9398,156508.4,0.2
33,156516.8,0
746,156546.75,0
8916,156578,0.2
3119,156604.8333,0.33
5192,156659,0
4044,156660.3333,0
2370,156683.1429,0.29
1216,156712.8,0
4332,156722,0.2
7468,156732.25,0.25
3582,156740.25,0.25
6806,156746.3333,0.33
1074,156749.5,0
8292,156752.3333,0
4348,156758.6,0.2
5182,156760.5,0
13755,156788.6,0
12145,156822.75,0
5525,156835.5,0
635,156837.25,0.25
6157,156842.8,0
4707,156846,0
6321,156889.8,0
607,156908.6,0.2
4411,156931,0
9473,156946.6667,0
4504,156960.75,0.25
4461,156997.3333,0.17
1855,157010.1667,0
1497,157015.5,0.25
9143,157039.125,0.13
536,157040.5,0.25
8016,157045,0
5860,157109.8,0.2
4507,157115.3333,0.33
8679,157134.125,0.13
9294,157145.6,0.2
4543,157157,0
2596,157157.8,0.2
9794,157176,0
8282,157187,0
5916,157199,0.5
309,157208.4,0.2
615,157218.2,0
12715,157262.5,0
6195,157263.5,0
8967,157282.25,0
12240,157308.75,0.13
6234,157348,0
4786,157360.6,0.2
3224,157376,0
9835,157386.3333,0.33
8108,157387,0
4692,157437.6667,0
9932,157477.5,0
4089,157500,0.14
5765,157510.6667,0.33
10087,157550,0.25
5397,157560.3333,0.33
6713,157562.75,0.25
4589,157565.6667,0.33
2110,157566.7143,0.14
4795,157572,0.5
3636,157573.5,0
8506,157591.1667,0
10095,157597.4,0
7251,157603,0
1781,157636.25,0.25
1848,157660,0
6416,157673.3333,0
9865,157678.5,0.25
2839,157693.3333,0.33
5465,157724.6667,0
8176,157731.2857,0.14
1018,157731.75,0
4006,157808.5,0.25
12731,157829,0
3216,157834,0.29
2411,157842.5,0
7172,157858.75,0.25
7183,157858.75,0
4372,157875.75,0.25
4663,157909.5,0.25
6530,157949.6,0.2
7352,157969.8333,0
9777,158012,0
6465,158033.5,0.25
8301,158039.5,0.25
5058,158047.5,0.25
4015,158061,0
9588,158062.2,0.4
7084,158082.5,0
3214,158096,0
633,158124,0
1454,158171.8333,0.17
12214,158173.8571,0
9390,158178,0.17
4643,158255.9167,0.08
10432,158283.4,0
8101,158290.5,0
2574,158369,0.25
6479,158393.75,0.25
3410,158408.25,0.5
4802,158409,0
1337,158422.1667,0.17
3820,158449.5,0
6859,158494,0
3518,158505,0
6612,158509.6667,0.33
13148,158523,0
784,158541.5,0
12863,158545.2,0.2
8465,158558.3333,0
11607,158594,0
8288,158618.25,0.25
4985,158620.8,0.2
3652,158653.5,0.25
133,158679,0
5408,158681,0
2558,158693.375,0.13
2075,158759.5,0
13324,158788,0.2
126,158795.4,0.2
6264,158803.25,0
6133,158805.75,0.5
11321,158825.5,0
7772,158857.6667,0
3013,158915.875,0.5
4982,158939,0
5131,158941,0
6367,158962.6,0.2
9729,158963.4,0.2
6687,158971.625,0.25
3236,158991,0
7908,159028.6667,0
5252,159047,0
9955,159079,0
4531,159085,0.33
3703,159112,0
2439,159122.1667,0.17
5979,159133.4,0.2
1690,159159.5,0
10853,159160.375,0
1569,159170.5,0
5083,159171.25,0.25
7495,159174.25,0
5196,159175,0
4421,159175.8571,0.14
8556,159176.3333,0.33
12183,159222.1667,0
2630,159254,0.33
2615,159271.1429,0.29
5245,159286.2,0.2
9597,159316.25,0.25
332,159321.5,0.25
6285,159338.5,0.25
3825,159343.75,0
9875,159362,0.25
5417,159363.4,0.4
3153,159372,0.25
6522,159389,0
3016,159419.75,0.13
8254,159427.5,0.25
6515,159455.3333,0
5147,159467,0
8678,159481,0
5056,159496.5,0
720,159507,0
129,159519,0
13220,159532,0.14
5343,159580.25,0.25
7093,159588,0.2
971,159602.5,0
3196,159627,0.17
1528,159638,1
4656,159641.8,0.2
3231,159664.6667,0.17
3321,159689.8,0.2
4613,159717.3333,0
299,159728.4,0
6606,159736,0
11912,159762.5,0.17
6297,159791,0
4723,159836,0.2
6804,159838.2,0.2
1886,159851.4,0.2
5082,159885,0
5030,159889,0.25
9644,159890.2,0
4215,159914.4,0.2
5858,159917.6667,0.33
11342,159918,0.17
7560,159925.5,0
2513,159941.4,0.2
6482,159944,0
1820,159991,0.25
13186,160024.75,0
10001,160044.25,0
9468,160064.6667,0
6685,160070.1667,0
7428,160076.6667,0.33
8803,160083.8,0.2
221,160089,0
1775,160121.2,0
9824,160125.75,0.25
4140,160143.5,0
3761,160144.2,0.2
4906,160151.6667,0
7166,160172,0.17
3025,160180.1111,0.22
2488,160197.4,0.2
9820,160198,0
10904,160243.6,0.2
3245,160245.2,0.2
6499,160261.6,0
8029,160263,0
5828,160265.6667,0
7973,160277.6667,0
5900,160338.5,0.25
4596,160358,0
4230,160372.8,0.2
6169,160377.5,0
9952,160383.6667,0
7190,160440.8,0.2
5442,160461.1667,0.17
7012,160483.6667,0.33
9145,160521.75,0.25
3030,160524,0
1746,160540,0.17
5066,160540,0
6843,160558,0
4812,160558.5,0
7870,160576.4,0.2
19,160579,0.25
9336,160597.5,0
7927,160599.3333,0.17
5052,160606,0
2603,160648.5,0.17
3706,160685,0
432,160688.6,0
7860,160705.6667,0.17
865,160712.6667,0.33
7244,160722,0
6702,160731.5,0
3435,160753.5,0.5
5084,160772,0
4857,160773.5,0
163,160839,0.25
6573,160839,0
9836,160841,0.25
3573,160875.25,0
9063,160885.5,0.25
5732,160901.3333,0.33
5937,160928.5,0
7359,160989,0.33
1297,161000.3333,0
1519,161003.6667,0.33
3713,161033.1667,0.17
5413,161113.6667,0
10936,161123.2,0.2
112,161158.25,0.25
6462,161159.6667,0
2080,161177.6667,0
2706,161182.6,0.2
7236,161201.4,0.2
10972,161206.8,0
13651,161234,0
5558,161239.5,0
3453,161254,0.5
8038,161256.3333,0
8003,161259,0
9034,161282,0.33
13726,161302.75,0
3979,161359.6667,0.33
8118,161371.5,0
4572,161388,0.25
7659,161418.25,0.25
10694,161439.2,0.2
8164,161455.6667,0
11627,161465.25,0.25
6082,161489.5,0
8071,161490,0
11592,161511.5,0
13474,161515,0
9,161520.5,0.25
5761,161552,0
3192,161631.5,0.25
11171,161637.75,0
13694,161650,0
8055,161691.4,0.2
3152,161722.5,0.17
1106,161727,0
6104,161740.6667,0
4375,161742.25,0
895,161746.4,0
2167,161787,0.2
4018,161799.8333,0.5
8231,161840.8,0
67,161853.75,0.25
3205,161868.75,0.25
3701,161894,0.4
2994,161908,0
5347,161915,0.33
8246,161932.5,0
3217,161960.8,0.2
3406,161975,0.2
6949,161978,0
4752,162002.8,0
13230,162061.5,0.25
6744,162075,0.25
701,162087.4,0.2
6768,162115.3333,0.17
1717,162144.6,0.2
6150,162176.1667,0.17
7205,162196.1667,0.17
8836,162222,0
7656,162242,0
4430,162272.375,0.25
8562,162272.5,0.25
2183,162275.25,0.25
6331,162286.5,0
8592,162328.25,0
2943,162344,0
3184,162419.1429,0.14
11381,162462,0
4641,162467.2857,0
8677,162546.5,0.25
6831,162581.5,0
2007,162583.5,0.33
13539,162594,0
10056,162594.5,0
4335,162607,0
8853,162622.2,0.2
5079,162669.7778,0.33
8741,162670,0
1679,162675,0
13612,162695.75,0.25
11428,162726,0.2
2737,162737,0.25
10117,162742.25,0.25
6337,162753,0
6148,162789,0
12704,162794,0
13403,162855.6667,0.17
7746,162864,0.33
485,162877.2,0.2
3149,162879,0
9432,162921,0
102,162924.5,0
8786,162952,0
3480,162956.5,0.25
11445,162966.8,0.2
8405,163025,0
12442,163030,0.2
6558,163053,0.2
11405,163059,0.2
8794,163066.1429,0.14
2480,163077.5,0.5
9514,163095,0.25
9166,163110.3333,0
5436,163133,0
1597,163152.1667,0.17
3738,163158,0
1420,163178,0
3227,163209,0
3137,163232.5,0
5781,163242,0.5
6159,163259,0.5
2419,163274.8,0.2
10059,163277,0
965,163292,0
6466,163303.5,0.33
2105,163309.2857,0.14
6348,163310,0
2210,163312.25,0.25
8185,163331.25,0
2468,163336.5,0.25
2011,163347,0.2
231,163356.6667,0.33
6450,163370.5,0.13
4362,163375,0
9028,163400.875,0
3180,163446.25,0.25
10073,163506,0.2
3878,163508,0
11491,163534.4,0.2
3858,163537.75,0.25
1834,163558,0
1058,163581.3333,0
3781,163592.2,0.2
7429,163600.2,0
11183,163630.8,0
8855,163632.25,0.25
9246,163635.5,0
1581,163649.4,0.2
3633,163675.6667,0.33
8913,163698.75,0.25
5956,163748.75,0.25
13542,163810.25,0.25
6981,163829,0.25
4616,163845.4,0.2
565,163845.75,0
2542,163877.8,0.2
5319,163878.5,0
1511,163888.75,0.25
6425,163894,0.33
7328,163897.3333,0
7416,163927.8,0.2
13660,163998.5,0
298,164002.2857,0.14
1830,164012,0
56,164049.75,0.25
3533,164054.25,0.25
204,164078,0
12906,164087.6667,0.33
711,164108.25,0.25
13019,164114.3333,0
8264,164126.875,0.13
7309,164128.5714,0
8113,164174,0
6663,164180.25,0.25
7030,164191.2,0.2
1157,164201.75,0.25
6256,164211,0.2
10081,164239.25,0.25
13507,164257,0
800,164263,0.25
10536,164265,0.25
6587,164281.6667,0
13281,164310.5,0
11440,164312.7143,0
9726,164313.2,0
7237,164335.75,0
3671,164350,0
2303,164380.6,0.4
6345,164415.25,0.25
443,164429.25,0
1415,164431.25,0
13357,164447,0
7073,164452,0
5472,164475,0
425,164502,0.17
1793,164514,0.4
705,164542.8333,0
2842,164574,0.43
6091,164586,0
245,164602.75,0.25
2618,164603,0
8517,164611.5,0
6731,164618.6,0.2
13584,164627.8333,0.17
9329,164635.6,0.2
2645,164664.6,0.2
3319,164697.8,0
4228,164748,0.25
11744,164762,0.25
2181,164762.3333,0.33
6947,164766.6667,0
6160,164818,0.33
637,164820.3333,0
4642,164832.8,0.2
4350,164839.1429,0.14
13560,164884,1
4374,164890,0.33
5253,164898,0
6779,164899.75,0
6488,164905.8,0.2
7748,164933.5,0.25
301,164934.3333,0
4667,164947.4,0.2
914,164965,0.25
1416,164977.6,0.2
6324,165004.75,0.25
4501,165033,0
649,165079,0
1531,165093,0.2
5383,165095.3333,0.33
11608,165119.75,0
5513,165129.5556,0
4357,165133.0769,0.15
4340,165147.2,0.2
5057,165148,0
8805,165197.5,0.25
3911,165215,0.33
4360,165230.6,0.2
9184,165251.125,0.13
6928,165325,0
4771,165343.5,0.25
2560,165354.6,0.2
9980,165369,0
6131,165369.6667,0.33
2788,165383.75,0.25
3646,165399,0
1087,165399.8,0
4390,165415,0.33
12067,165421,0.25
5133,165455,0
4310,165477.3333,0.33
4457,165483,0
538,165517.4,0
7119,165531.25,0.25
3105,165566,0.5
3508,165570,0.25
9517,165575,0
3462,165591.25,0.5
13640,165595.6667,0.17
10088,165646.5,0
6224,165665.75,0.25
5372,165669.8,0.2
2563,165674.1667,0
9334,165676.5,0
6989,165756.1667,0
4378,165771.3333,0.17
6016,165775.25,0
2025,165814,0.25
9317,165837.25,0
4657,165852.6667,0.17
3605,165890.75,0
7421,165908,0
7894,165916.5,0
5872,165968,0.17
2766,165973,0
4545,165978,0
10442,165995.6,0.2
1327,165996.25,0
10035,166022.4,0.2
7934,166032.1429,0.14
5777,166041,0.5
4607,166051,0
13500,166087.3333,0.17
7418,166093.75,0
4924,166118.4,0
899,166130,0
7977,166135.3333,0.67
1823,166194.4286,0.14
917,166213.75,0.25
5391,166217.5714,0
9375,166224.8,0.2
6173,166226.3333,0
945,166234,0
9237,166255,0.25
676,166257,0.25
7950,166275.4,0.2
12132,166276.75,0
2549,166326,0.25
1648,166386.8,0.2
5970,166414,0
13543,166420.5,0.25
211,166446,0
12488,166453.6667,0.33
9926,166499.3333,0
6436,166519.75,0.25
1833,166529.6667,0.33
4788,166540.75,0
2810,166542,0.33
9505,166573.4,0.2
12796,166582.75,0.25
2647,166595,0
9992,166608.0909,0.27
3001,166612,0.14
4971,166648,0
8993,166661.5,0.25
2616,166662,0
1558,166680.8,0.2
10036,166681.8,0.2
639,166737.6667,0
4550,166791.5,0
384,166793,0.33
3463,166806.6,0.4
2461,166823.5,0.25
3962,166839.6,0
1487,166912.4,0
8923,166913,0
1588,166922.3333,0.17
8476,166936.8333,0.17
4251,166941.5,0
9363,166941.5,0
3079,166951.4,0.2
2729,166953.1667,0.17
1668,166958.4,0.2
1274,166962.4,0
4813,166969,0
6721,166996.5,0
11279,167022.8333,0.17
1634,167035.75,0.25
9238,167038.2,0.2
4034,167055,0.33
9074,167055,0.17
3674,167060.6667,0
12516,167065.25,0
7682,167086,0
7953,167096.6667,0.33
9551,167096.8,0.2
12862,167108.75,0
10489,167113.4,0
31,167117,0
13762,167133.6,0
3531,167144.75,0.25
6039,167157.5,0.25
6715,167165.75,0.25
3265,167170,0
6681,167215.6667,0.33
9566,167247.2,0.2
3659,167251.4,0.4
9963,167283.6,0.2
4852,167284.75,0.25
10688,167304.4,0.2
8394,167314.4,0
2242,167321.2,0.2
1186,167329,0
2139,167339,0.2
5216,167343.3333,0
2339,167345.8333,0.17
12260,167349.1,0
11675,167409.6667,0.33
1287,167419.25,0
12389,167497,0.25
6637,167498.1667,0.17
9208,167525.25,0
13671,167547,0
7788,167561.75,0.25
11576,167580.5,0
4408,167619.2,0.4
751,167627,0
13702,167655.25,0.25
6360,167708.25,0.25
9908,167716.8333,0.17
49,167739.5,0
1878,167757.25,0.25
4593,167786,0
6185,167788.8,0.2
12152,167790.5,0.25
6352,167805.5,0
12930,167807,0.25
2613,167810.8,0.2
2786,167890.5,0
6874,167908,0
6478,167920,0
10513,167921.25,0
4903,167937.25,0.25
13747,167943,0.25
13124,167969,0
4671,167974.5,0
7872,168024.6667,0.33
3774,168033.25,0.25
9357,168043.6667,0
6571,168047.6,0
1349,168064,0
2341,168065,0.25
8396,168085.3333,0
8716,168097.4,0.2
7924,168103.4,0.2
8887,168108.2,0.2
1364,168108.25,0.25
6432,168152.5,0.25
3528,168178,0.33
11586,168194.5,0
5627,168207.75,0.5
8877,168211,0.25
10092,168258.2857,0.14
783,168267.4,0
2733,168270.4286,0.14
8799,168275.25,0.25
2853,168277,0
223,168352.1667,0
5407,168424.7143,0.14
6737,168438.6,0.2
8753,168443.2,0.2
2509,168452.25,0.25
13590,168460.5,0
3343,168470.1429,0.14
10069,168480.5,0.5
4418,168500.75,0.25
6869,168558,0
13123,168596.6667,0.33
5623,168599.5,0
4353,168603.4286,0.14
7906,168626.5,0
2222,168652.1667,0
9526,168663.75,0
3331,168715.75,0.25
7019,168718.5,0.25
116,168749,0.25
4491,168818.8,0.2
7893,168832.25,0
1080,168835.25,0.25
604,168837.6,0
1204,168841.7143,0
9520,168861.8333,0.17
12504,168904.4,0.2
7271,168908,0.14
10401,168914,0
11379,168935.5,0
9381,168980.3333,0.33
11982,168994.8333,0
11318,169012.2,0
9913,169029.3333,0.33
10687,169034.4,0.2
7812,169089.8333,0.33
11893,169092.6667,0
13574,169113.5,0.5
4637,169153.25,0.25
5292,169196,0
4679,169204.6,0.2
6741,169205,0
4774,169209.5,0.17
4782,169215,0.25
7393,169248,0
8186,169291,0
5315,169298,0
3556,169306.75,0.25
4027,169332.5714,0.14
5116,169369,0
9072,169381.3333,0.33
7598,169396,0
2017,169425.6667,0
2947,169447.75,0
8764,169451.3333,0
6024,169460.5,0
1876,169485,0.25
1737,169508,0
2342,169509.75,0.25
5132,169519.25,0
943,169533.4,0.2
1044,169537.6667,0
13106,169558,0.25
2304,169622.1429,0.14
2325,169645.4,0.2
2996,169701,0
7099,169701.5,0.25
4178,169709,0.17
9110,169723,0.25
9991,169729.3333,0.17
9788,169755.6667,0
3613,169776.75,0
918,169797.75,0
2884,169800.5,0.33
5503,169803,0
9638,169829.75,0
665,169863.5,0
9951,169865.2,0.2
13367,169887,0
8352,169930.6667,0.17
7272,169939.1667,0.17
12706,169951,0
5422,169956,0
4661,169964,0.17
7182,169983.75,0.25
419,169984.25,0
941,169986,0.2
9667,169987.8,0
4799,169989.6667,0.33
1100,170024,0
4367,170041.6,0.2
2221,170172,0
3328,170179.6,0.2
6811,170209,0.17
488,170236,0
4139,170239,0
4756,170254.6667,0
12176,170264.7143,0.14
729,170290.25,0
7082,170298.25,0
13349,170304,0.2
1747,170315.75,0.25
7319,170345,0
9971,170355.5,0
6626,170384.5,0.25
5398,170415,0
2910,170462,0
6780,170469.5,0.25
188,170470,0.11
3743,170474,0
3327,170480,0.25
11456,170488.3333,0
7808,170517,0.25
5562,170542.6667,0
5866,170545,0
7760,170555,0.33
9209,170600.3333,0
10114,170600.5,0.5
7735,170612,0.25
9822,170623,0
2477,170633.375,0.13
911,170636.6667,0.33
2644,170648.5,0
5504,170668.6,0.2
559,170669,0.25
9905,170673.5,0.33
2724,170707.6,0.2
3819,170741.6,0.2
6836,170762.3333,0.22
4329,170763,0.25
9725,170777.4,0.2
4043,170781.3333,0
3908,170818,0
5874,170839,0.18
12279,170858.75,0
9659,170892,0
7792,170934,0.6
13433,170970.3333,0.33
6076,170993,0
9001,171032.5,0
13298,171032.5,0
6284,171054,0
9484,171065.5,0
3284,171066.2,0.4
13603,171088.5,0.25
955,171117.25,0
4449,171128.625,0.13
3150,171152.25,0.25
3089,171189.9167,0.17
5211,171233,0
4948,171278,0.25
11397,171279,0
13157,171305.5,0
4241,171316.5,0.25
321,171336,0
12148,171341,0.17
716,171372,0
12701,171419,0
3586,171446.3333,0.33
12095,171450.6,0
6251,171475.5,0
9429,171491,0.5
4598,171496.6667,0.33
3873,171516.4286,0.14
12763,171526,0
5446,171529.375,0.13
1711,171607,0
8368,171611.4,0
12451,171683.8,0
276,171706,0
11476,171706,0
5564,171740.8,0.4
1344,171803,0.33
3200,171821.75,0.13
4463,171828,0.5
7542,171840,0
5760,171844.8,0.2
3720,171894,0.33
12327,171901.2,0.2
4557,171973.3333,0.33
1229,171998.8,0.2
12609,172024.5556,0.22
8238,172038.25,0.25
1809,172045,0
9984,172068.75,0.25
6020,172075,0.2
2678,172110.3333,0.17
9463,172152,0
6384,172166.25,0
5876,172176.25,0.25
5595,172183,0
4188,172200.8333,0.17
1145,172209.4,0.2
9103,172280,0.2
12994,172304,0
8885,172324,0
5189,172327.7143,0.29
1763,172378.25,0.25
3293,172394.25,0.5
2175,172408.3333,0.33
9734,172414.25,0
11266,172423.3333,0
3185,172445,0
7109,172505.6667,0.17
1329,172547.5,0
3695,172547.5,0
12856,172558.75,0
6000,172563,0
8053,172573.5,0
9814,172577,0
3359,172579.25,0.25
745,172586,0.25
9640,172586.5,0.25
5532,172590,0
3208,172634,0.4
8138,172642.6667,0
1715,172679.5,0
9809,172700,0
13658,172704.8,0
8064,172711.5,0
3603,172780,0.25
12748,172794.5,0
3837,172797.25,0
8816,172808.3333,0
2604,172828.5,0
10052,172852,0
6689,172869.25,0.25
5409,172905,0.29
6736,172979,0.25
2095,172988.1429,0.14
10078,172989.5,0.25
9374,172989.6667,0.33
8897,173005.2,0.2
7631,173008.3333,0
1923,173009.3333,0
11089,173012.75,0.25
4315,173025.8,0.2
12678,173029,0
5583,173046,0
4888,173047.2857,0.14
12129,173058,0
7501,173078.5,0.5
5260,173081.2,0
6229,173096.6667,0
6140,173097,0.14
197,173105.75,0
135,173175,0.2
4218,173223.6,0.2
3683,173282,0.25
1223,173284.3333,0
1316,173298.8,0.2
4754,173316.5,0
8639,173326.75,0.25
8279,173330.2,0
13503,173335.4,0.2
11797,173337.6,0
12608,173348,0
1366,173348.75,0.25
1678,173352.6,0.2
13608,173399.4,0.2
8563,173412.3333,0
2434,173418.6,0.2
2014,173431.25,0
3958,173449,0.5
12576,173458,0
4071,173470.6,0.4
9298,173489.6,0.2
1422,173507,0
8981,173518.25,0.25
8100,173541,0
8714,173550,0
3334,173570,0.2
356,173580.6,0.6
1174,173586,0.33
86,173604,0
4341,173613.4,0.2
9702,173632,0.25
2840,173632.75,0.25
7862,173638.3333,0
4339,173652,0.4
5016,173677,0.5
8115,173730.8571,0.14
8629,173757,0
7152,173787.5,0.25
5892,173802.4,0.2
2261,173823,0.2
7095,173823,0.25
12859,173870.75,0.25
4132,173879,0.17
7657,173881.75,0.25
6696,173886.6,0.2
5890,173921,0.25
8675,173932,0.25
7439,173967.3333,0
7796,173989.5,0.33
6666,174008.625,0.13
3876,174011.2,0.2
6935,174028.75,0.25
1071,174032.25,0.25
2094,174039.1667,0.17
9085,174049.3333,0
3747,174049.5,0
4675,174050,0
3578,174082.75,0.25
3076,174086.1667,0.17
1784,174102.8,0
8834,174112,0.25
6660,174137.6667,0.22
12800,174152.5,0
6561,174152.6,0
12937,174160.75,0
9506,174170,0.25
53,174172.8333,0.17
4424,174176,0.33
3405,174204,0.33
12265,174210.5,0.25
7371,174245.8,0.4
5684,174263.6,0
6898,174288.25,0
10413,174306.25,0
2362,174321,0
5226,174323.7143,0
1935,174375.5,0.17
10955,174424.5,0
10428,174425.1667,0.17
13407,174430.5,0
3776,174448.75,0.25
8183,174449,0
8241,174471,0
4246,174483.2,0.2
8724,174485.4,0.2
3303,174503,0
5261,174510.6667,0.17
11540,174524.25,0
13473,174540.6667,0
1841,174572.8,0.2
4854,174606,0
6031,174617.8,0
2671,174618.875,0.25
12553,174627,0
9457,174633.6,0.2
5160,174648.25,0
5685,174652.6,0.2
1869,174656.25,0
7107,174661,0
1336,174662.25,0
6240,174711.6667,0.17
1877,174723.2857,0.14
468,174728.25,0
401,174735.4,0.2
5299,174737.5,0
8181,174738.3333,0
13571,174748,0.25
3784,174773.125,0.38
4224,174782.25,0.25
6858,174785,0
3395,174785.1667,0.17
4946,174785.25,0.25
2163,174798.6667,0.17
6877,174829,0.17
358,174840.6667,0
7674,174842.3333,0
13364,174845.3333,0
1048,174883,0
7091,174892,0.33
5090,174919,0
72,174945.6667,0
12040,174956.5,0.25
1189,174968.5,0.25
1271,174982.8,0
9573,175045.5,0
8419,175046,0
13151,175051,0
3312,175058.6667,0.17
882,175080.6667,0
699,175116.3333,0.33
541,175127.3333,0
13678,175128,0
8712,175138.3333,0
3258,175143,0
4826,175192.5,0
12074,175193,0.17
10861,175215.75,0
3238,175223.75,0.5
6729,175227.8,0.4
9461,175234.8,0.2
12978,175237.4,0.2
2540,175249.5,0.25
13525,175272,0
6188,175272.25,0.25
8871,175298.25,0.25
7185,175314.75,0
9010,175347.25,0
9304,175352,0
1673,175375.8,0.2
3841,175383.4,0.2
3251,175401.6,0.2
302,175409.75,0
8840,175417,0.5
6767,175424.6667,0
1890,175448.75,0.25
3317,175475.8,0
4452,175488.4,0.2
1277,175519.5,0.25
5477,175533,0
3791,175544.8,0
3576,175558,0
3971,175568.3333,0.33
4443,175568.6,0.2
8527,175572.5,0
6452,175584.5,0
1663,175650.6,0
8881,175688.5,0
556,175701.5,0
9986,175708.8,0.2
6958,175713.2,0.2
4935,175719,0
3785,175744.6,0.2
3842,175745.6667,0
5637,175754,0
4236,175780,0
10376,175783.6667,0
3297,175808.3333,0.33
3932,175821.3333,0.33
2516,175834,0.25
4736,175839.8571,0.14
9113,175844.4,0
8931,175851.3333,0
3946,175851.6,0.2
7100,175851.8,0
6113,175880,0.2
7229,175916.5,0
7630,175955.3333,0.33
9460,175959.25,0
5586,175986.3333,0.33
6603,175994.5,0
3631,176001,0
2458,176042,0.33
5386,176046.6667,0
1218,176093.4,0
3981,176093.5,0.25
12951,176125.6667,0
2875,176125.75,0.25
5291,176134,0
10599,176136.3333,0
2602,176140.6,0.2
540,176146,0
7275,176149.4286,0.14
50,176157.6667,0
569,176169.5,0
12009,176200.8,0
2983,176207.5,0
627,176212.6667,0
2846,176233,0
7480,176261,0.25
9117,176266,0
13276,176304.75,0
4635,176307.5,0
9508,176337,0
4420,176348.8,0
12487,176351,0.2
6420,176359,0
4042,176390.5,0.25
10185,176406.75,0
13548,176428.6667,0
12459,176435.5,0.25
6311,176436,0.25
7071,176444,0
12702,176449.75,0
1112,176452,0.5
9499,176470.6667,0.33
6518,176471,0.25
3256,176487.6667,0.33
12448,176507.2,0.2
4901,176515.75,0.5
3314,176523.6667,0
795,176531.75,0.25
9622,176549.5,0
8691,176554.75,0.25
1085,176559.6,0.2
1477,176567,0
9953,176590,0
5953,176627.8,0.4
10062,176635.2,0
4135,176648.8333,0.17
9104,176649,0.2
6566,176655.5,0
6840,176670,0
6057,176723.5,0.25
1979,176732.6667,0
1707,176740.8,0.2
1918,176753.5,0.25
547,176763,0
9888,176814,0
12497,176844,0
8276,176847.8,0
764,176857.5,0
10382,176889,0
3548,176894.8,0
3621,176895.3333,0.33
1230,176920.5,0
1498,176929,0.25
10108,176934.8889,0
5102,176948,0
11399,176957.4,0
11863,176975.5,0.25
11495,176984,0
13501,177000.6667,0.33
4760,177008,0.25
3910,177034.7143,0
11378,177047.75,0.25
7865,177076,0
13775,177079.1429,0
6192,177091,0
13236,177101,0
5209,177113.8,0.2
5040,177119.5,0.5
2381,177129.75,0.25
13389,177132.4,0.2
6320,177135.5,0
10101,177141,0
6597,177146.4,0.2
8350,177163.5,0
5353,177176.6,0.4
3736,177180.8,0.4
8818,177191,0
5847,177205,0
12637,177224.6667,0.33
2547,177231.5,0.25
3960,177249.75,0.25
7217,177260.5,0
3708,177262.25,0.5
7232,177269.5,0
6717,177300.25,0.25
7121,177324,0.33
11350,177336.75,0
6839,177355.25,0.25
3789,177380.4,0.2
4150,177380.6,0.2
9428,177435.5,0
4718,177448.1667,0.17
3525,177450,0.5
4322,177453.8,0.2
9918,177474,0.2
2621,177485.4,0.2
9920,177515.5,0.25
11411,177535.75,0.25
5720,177571.6,0.2
11504,177596.5,0.25
8023,177606,0
5521,177626.25,0.25
3027,177677.5,0.25
6248,177698.5,0
13038,177710.8,0.2
87,177794,0.25
5660,177826.4,0.4
11489,177828,0
4013,177828.8,0.2
3897,177854.6,0.6
6205,177868,0
1463,177883.5,0.5
4168,177914.8,0.2
6293,177949.5,0
9122,177972,0.2
9900,178035.8571,0.14
3862,178068.25,0.25
4881,178072.5,0.17
5297,178145,0
5438,178161,0
761,178182.8,0
1438,178202.8333,0
8308,178251.5,0
6825,178266,0
879,178284.5,0
12562,178286,0.17
8597,178297.25,0.25
7047,178311.5,0
6092,178320,0.14
7548,178351,0
8750,178353.5,0.13
5307,178356.5,0.17
1225,178361,0
8155,178361.5,0.17
13300,178382,0
1566,178438.4,0.2
13185,178439.5,0.25
12249,178442.5,0
6146,178444,0
7608,178461,0
7478,178462.75,0.25
9236,178482.25,0.25
9347,178504.5,0
8294,178542.25,0.25
9845,178678,0.25
9954,178684.5,0
1549,178693.3333,0
