id,income,car,scooter
1,255570.6667,0.333333333,1
2,277953,0,1
3,113019.3333,0,0.666666667
4,220773.5,0,0.5
5,78708.25,0,0.25
6,301656.5,0,0.5
7,132075.5,0,0.5
8,94725,0,0
9,137827,0,0
10,154631,0,0.5
11,118249.8,0,0.4
12,244661.5,0.5,0.5
13,178479.8571,0.142857143,0.428571429
14,60839.4,0,0.2
15,118523.1667,0.166666667,0.5
16,130818,0.25,0.25
17,159675,0,0
18,112809.8,0.2,0.4
19,435610.5,0.25,0.25
20,92341,0,0
21,227208.8,0.4,0.4
22,248632.5,0,0.5
23,237085.375,0.125,0.625
24,154222,0,0.5
25,58278,0,0
26,191833,0,1
27,174964.5,0,0.5
28,257591.75,0.25,0.25
29,316116,0,0
30,89177.625,0.125,0.25
31,165327.2,0,0.4
32,143149.25,0.25,0.5
33,224553.3333,0.166666667,0.666666667
34,192357,0.25,0.5
35,539922.5,0.5,0.5
36,292450,0,1
37,104802,0.5,0.5
38,548151.5,0.5,1
39,97063.5,0,1
40,134192.3333,0.333333333,0.333333333
41,91484.16667,0,0.333333333
42,87063.5,0,0
43,85163,0,0
44,146306.5,0,0
45,195502,0,1
46,186810.6667,0.333333333,0.666666667
47,156028,0,0
48,187109.6667,0,0.333333333
49,736362.5,0.5,0.5
50,113397.2,0.2,0.2
51,480914,0,0
52,299405,0,0
53,96226.8,0,0.4
54,161792.5,0,1
55,132968.6667,0,0.333333333
56,136696.5,0,0
57,116961.2857,0.142857143,0.571428571
58,158149,0,1.5
59,259233,1,1
60,103253.4,0.2,0.4
61,129675.4286,0.142857143,0.285714286
62,285302.5,0,1
63,119740,0,1
64,162013.5,0.25,1
65,74158.4,0,0.2
66,76749.25,0,0.5
67,644797.5,0.5,0.5
68,84532.75,0,0.25
69,189218,0,0
70,207762,0,0
71,112913.3333,0,0.333333333
72,280047,0.333333333,0.333333333
73,327871,0,0
74,84290.57143,0.142857143,0.285714286
75,97916.33333,0,0.666666667
76,68842,0,1
77,115046,0,1
78,290403,0,1
79,56361.5,0.5,0.5
80,178060,0,0.5
81,146209.5,0,0
82,287897.25,0.5,0.25
83,152301.5,0,0
84,109375,0,0.5
85,386443.3333,0.5,0.666666667
86,75115.4,0.4,0.2
87,41611,0.5,0.5
88,166840,0.5,0
89,139273,0,1
90,173394,0,0
91,328586,0,0
92,68684.6,0,0.2
93,123787.5,0.25,0.5
94,194428,0,1
95,147281.25,0.25,0.25
96,122855,1,1
97,176368.75,0,0.75
98,203055.4286,0.285714286,0.428571429
99,80358.5,0,0.5
100,205384,0.333333333,0.666666667
101,90020.75,0.25,0.5
102,123299.25,0,0.5
103,194929,0,0.625
104,174095,0,2
105,247894.1667,0.333333333,0.5
106,210657.5,0,0
107,197415.5,0,0.5
108,191117.3333,0.333333333,1
109,205502.25,0.5,0.25
110,292619,0.25,0.75
111,172643,0,0
112,470416,0,1
113,204191.5,0,1
114,258868.3333,0,0.5
115,475683,0,1
116,306744.25,0.25,0.5
117,235991.3333,0,0.666666667
118,151993.6667,0.333333333,0.666666667
119,111399,0,0.571428571
120,177242.75,0.25,0.75
