id,income,car,scooter
1,216442,0.5,0
2,177554,0.25,0.5
3,251964,0.333333333,0.666666667
4,254956.6667,0.166666667,0.666666667
5,339654.25,0.25,0.5
6,323841,0.333333333,1
7,296161.6,0,0.4
8,265323,0.25,0.5
9,268699.25,0.5,0.25
10,607275.75,0.25,0.5
11,236880.5,0.5,1
12,155803.5,0.5,1
13,163038,0,1
14,614237,0,1
15,386347.25,0.5,0.5
16,365214.5,0,0
17,216056,0.5,0
18,470436,0,0.5
19,783335,0.666666667,0
20,426873.25,0.5,0.25
21,256232.5,0,0.5
22,392800,0.5,0.5
23,625728.5,0,1
24,392241,0.666666667,0.666666667
25,1018586.5,0.5,0.5
26,224527,1,1
27,121776.4286,0,0.285714286
28,219192,0,1
29,140092.3333,0,0.666666667
30,179566,0,0
31,280595.25,0.25,0.5
32,479247.75,0.25,0.25
33,387717.3333,0.666666667,0.333333333
34,467357.6667,0.333333333,0.666666667
35,308595,1,1
36,216152,0.5,1
37,218911,0,0
38,408096.3333,0.666666667,0.666666667
39,112292.5,0.5,0.5
40,136922,0,0.5
41,332864.25,0.25,0.5
42,119523,0,1
43,355616.5,0.5,1
44,412460.6667,0.666666667,1
45,177886,0,0.5
46,617219,0,1
47,170155,0,0
48,248355,0.5,1
49,397090,1,1
50,368435.5,0,1
51,239824,0.2,0.4
52,659647.6667,0.666666667,0.333333333
53,338071.2857,0.285714286,0.142857143
54,139000.3333,0.666666667,0.666666667
55,308819.5,0.25,0.5
56,544760,0.5,1
57,164049,0,0.5
58,212241.5,0,0
59,340649.2,0.4,0.2
60,402603.2,0.2,1
61,172899,0.5,0
62,183960.4,0.2,0
63,531138,0,0
64,783830.5,0.25,0.75
65,459405.5,0.5,0
66,488518.25,0.5,0.5
67,498596.6667,0.333333333,1
68,279479.6667,0,0.333333333
69,297068.8,0.2,0.4
70,687986.5,0.5,0.5
71,468138.8,0.4,0.4
72,156244.4286,0.142857143,0.428571429
73,261909.5,0.5,0.5
74,242491,0,0
75,685512,0.5,1
76,383916,0.25,0.375
77,624878,0.2,0.4
78,418070.5,0.333333333,0.666666667
79,376512.6667,0.333333333,0.5
80,225347,0.333333333,0.666666667
81,263470.4444,0.111111111,0.444444444
82,706971.5,0,1
83,521631,0.5,0.75
84,334813.75,0.25,0.5
85,192847.4286,0.285714286,0.142857143
86,550371,0.333333333,0.666666667
87,299638,0,1
88,206321.5,0,0.5
89,368570.6667,0.333333333,0.666666667
90,476176,0,1
91,238711.5,0.5,1
92,551871,0.5,0.5
93,360757.625,0.125,0.25
94,337345,0,1
95,252493,0,1
96,258495,0,0.5
97,235817.5,0.5,1
98,208643.2,0.4,0.2
99,322095,0.333333333,0.166666667
100,405421,0.5,0.5
101,327924.6,0.2,1
102,134904,0.5,0
103,250829.4,0.4,0.4
104,202546,0.5,1
105,175178.25,0,0.25
106,1354428,1,1
107,227549.3333,0.333333333,0.666666667
108,206814.2,0.2,0.2
109,215485,0,1
110,233507,0.25,0.25
111,381511,0,0.333333333
112,136183.6,0,0.2
113,316601.5,0.25,0.25
114,153527.3333,0.333333333,0.333333333
115,286866.7143,0.285714286,0.142857143
116,640297,0.666666667,0
117,331386,0,1
118,787540,0.666666667,0.666666667
119,758657.6667,0.333333333,0.333333333
120,423117,0,1
121,767941,0.5,0
122,305892.5,0.25,0.75
123,383031.4,0.8,0.8
124,344644.5,0.25,0.25
125,264622.875,0.125,0.625
126,223755.6667,0,0.666666667
127,324725.5,0.25,0.75
128,886128.5,1,1
129,715879.25,0.5,0.25
130,799645.25,0.5,0.25
131,466161.5,0,1
132,481958,0.666666667,0.666666667
133,338523,0.333333333,0.666666667
134,390068,0,0
135,444296.5,0,0.5
136,528170.8,0.4,0.8
137,320511.5,0,1
138,291913,0,1
139,275852.8333,0.333333333,0.5
140,752664,1,1
141,382620.6,0.2,0.8
142,294453,0,1
143,424415,0,0
144,449525.5,0.5,0.5
145,202770.3333,0,0.333333333
146,400992.5,0,0.5
147,555094.5,0.5,1
148,516274.3333,0,0.666666667
149,490883.5,0.5,1
