id,income,car,scooter
1,538773.6667,0,0.666666667
2,682519.5,0,0
3,494561,0,0.25
4,311329,0,0.75
5,165464,0,0.5
6,644125.6667,0,0.333333333
7,396123.75,0.25,0.5
8,368111,0,1
9,465607,0,0.5
10,240581.25,0,0.25
11,403709.6,0.2,0.2
12,311970.75,0,0.5
13,244675,0,0.5
14,310541.5,0,0
15,150441.6667,0,0
16,177336.75,0.25,0.25
17,254831,0.25,0.25
18,239510.25,0.25,0.75
19,183390.7143,0.142857143,0.142857143
20,402968.3333,0.333333333,0.333333333
21,475926.75,0.25,0.5
22,239765.8,0,0.6
23,1147159,0,0
24,703157.5,0,0.5
25,534357,0.333333333,0.333333333
26,221356,0,0.333333333
27,343590.8333,0.166666667,0.5
28,336689,0,0.666666667
29,247311.25,0,1
30,483576.3333,0,1
31,442324.6667,0.333333333,0.666666667
32,671824.5,0,0
33,275721.6667,0.333333333,0.666666667
34,619876.5,0.25,0.25
35,624822,0.333333333,0.333333333
36,566982.75,0.25,0.25
37,342718,0,0
38,375590,0,1
39,326294,0,0
40,313372,0.333333333,0.333333333
41,262311.75,0.25,0.25
42,217359,0,0
43,371881,0.25,0.5
44,372235.6,0.2,0.6
45,222418,0,0.6
46,184895.75,0.25,0.5
47,435111,0.333333333,0.666666667
48,205606.8,0.2,0.2
49,428713,0,0.6
50,89938.66667,0,0
51,825734.5,0,0
52,272748,0,0
53,223309.75,0,0
54,202876.6,0,0.2
55,219636.6667,0,0.333333333
56,509197,0,1
57,246615,0,0
58,461789.25,0,0.75
59,215318.3333,0,0.166666667
60,347318.6,0.2,0.2
61,878470.6667,0.666666667,0.333333333
62,368763.75,0,0.25
63,278609.5,0.25,0.5
64,282352,0,0
65,267601.3333,0,0.666666667
66,485283,0.5,1
67,242636.5,0,0
68,800435,1,1
69,298054.6667,0,0.666666667
70,213046.2,0.2,0.4
71,356161,0.166666667,0.333333333
72,158424,0,0
73,261654.2,0.2,0.2
74,529744,0.25,1
75,131583.5,0.125,0.25
76,1008508.5,0,1
77,280673.8333,0,0.5
78,468737.6667,0.166666667,0.333333333
79,427006,0,0
80,289174,0,0.4
81,358219.8,0.2,0.6
82,372018.6667,0.333333333,0.333333333
83,306830.75,0.25,0.5
84,314974.75,0.25,0.25
85,346685.5,0.25,0.5
86,268667.75,0.25,0.25
87,419113.8,0.2,0.2
88,430910.5,0.25,0.5
89,433789.4,0.2,0.6
90,210513.8,0.2,0
91,564422.25,0.25,0.5
92,521406.5,0.25,1
93,1336296,1,1
94,347733.6,0.2,0.4
95,651109.4,0,0.2
96,243735,0,0.5
97,483613,0,0.5
98,498176,0.5,0.5
99,430370.6667,0,0.666666667
100,343311,0.166666667,0.333333333
101,425208.5,0,1
102,352592.2222,0.222222222,0.666666667
103,361158,0,1
104,386057,0.2,1
105,552469,0.25,0.5
106,412181.3333,0.333333333,1
107,290211.3333,0.333333333,0.333333333
108,357163.75,0,0.25
109,450159.5,0.25,0.75
110,287636,0,0
111,816155.6667,0.333333333,0.333333333
112,267997.5,0,0.333333333
113,264726.6,0.2,0.4
114,487212,0,1
115,262246.75,0,0.5
116,275634.8,0.2,0.4
117,664511,0,0
118,489637.25,0.25,0.25
119,842960,0.5,0.5
120,655643.6667,0.333333333,0
121,421045.2,0.2,0
122,638142.3333,0.333333333,0.333333333
123,284742,0,0.5
124,512180.5,0.5,0.5
125,284301.8,0.2,0.6
126,291014,0,0
127,448301.25,0.25,0.5
128,465571,0,1
129,202482.5,0,1
130,355290.6667,0,1
131,361160.4,0.4,1
132,218270.4,0.2,0.2
133,432134.6667,0.333333333,0.666666667
134,163513,0,0
135,117895.5,0.5,0.5
136,148568,0,0.8
137,312440,0.25,0.5
138,670940,0.333333333,0.333333333
139,309331.5,0,0.5
140,412937,0,1
141,553009.6667,0.333333333,0.666666667
142,188679,0,0
143,136318.75,0,0.25
144,209611,0,1
145,309852,0.25,1
146,506773.5,0.25,0.25
147,370980.25,0.25,1
148,288784.75,0,0.5
149,215605.2,0,0.4
150,379374.5,0.25,0
151,153786.3333,0,0.333333333
152,332945.75,0,0.25
153,324301.6667,0.333333333,0.333333333
154,240279.6,0,0.2
155,247355.8,0.2,0.6
156,259834.6667,0,0.333333333
