id,income,car,scooter
1,331026,0.5,1
2,394032,0.33,1
3,177900,0,0.285714286
4,217179,0.17,0.333333333
5,274164,0.5,1
6,204865,0.25,0.25
7,248494,0.5,1
8,194861,0.14,0.428571429
9,244043,0.25,0.25
10,205758,0.17,0.333333333
11,283192,0.2,0.6
12,312536,0.33,0.666666667
13,196487,0.2,0.4
14,450122,0.25,0.75
15,202397,0.33,0.333333333
16,336381,0,0.333333333
17,279856,0,0.333333333
18,316675,0,0
19,180601,0,0.333333333
20,558769,0.5,0.5
21,217925,0.17,0.333333333
22,492173,0.5,1
23,258707,0.4,0.2
24,307104,0.5,0.5
25,955318,0.5,0
26,209838,0.14,0.571428571
27,136071,0,0.333333333
28,294371,0.2,0.6
29,248335,0,1
30,93403,0,0
31,322169,0.5,0.5
32,336907,0.5,0.5
33,223934,0,0.5
34,181039,0,0.75
35,160748,0,0.75
36,248327,0,0.5
37,233685,0,0.5
38,526713,0.33,0.333333333
39,666453,1,0
40,272322,0.5,0
41,238107,0.33,0.333333333
42,262854,0.5,0.5
43,207876,0.5,0.5
44,777256,1,1
45,421421,0.5,0.5
46,869400,0.5,0.5
47,479560,0.5,0.5
48,216141,0.5,0
49,371814,0.33,1
50,386473,0.4,0.2
51,218323,0,1
52,554926,0.4,0.2
53,731699,0.5,0.5
54,880751,1,1
55,449677,1,0.5
56,215691,0.33,0.666666667
57,258701,0.25,0.5
58,5605876,0.5,0.5
59,195227,0.25,0.5
60,341394,0.33,0.666666667
61,209318,0.25,0.5
62,255352,0,0.5
63,241570,0.5,0
64,401486,0.5,1
65,345837,1,1
66,213731,0.33,0.666666667
67,322493,0.2,0.6
68,345432,0.33,1
69,617877,0.5,1
70,519500,0.5,1
71,997081,0.5,1
72,806266,0,1
73,298750,0,0.5
74,343301,0.33,0.333333333
75,460522,0,0.5
76,384269,0,0.5
77,446393,0,0.5
78,330093,0.33,0.666666667
79,273886,0.33,1.333333333
80,318422,0.33,0.333333333
81,258872,0.25,0.5
82,325016,0.2,0.4
83,216066,0.25,0.25
84,561346,0.5,0.5
85,320009,0.25,0.5
86,617537,1,0
87,497976,0.67,1
88,832349,0.33,0.333333333
89,273202,0.25,0.5
90,206228,0.25,0.25
91,523430,0.5,0.5
92,590155,0.33,0.333333333
93,403033,0.33,0.333333333
94,426832,0,1
95,268789,0,0.75
96,549392,1,1
97,309829,0,0
98,319503,0.33,0.666666667
99,549637,0.67,0.333333333
100,265904,0.25,0.5
101,205443,0,0.5
102,192059,0.17,0.666666667
103,352873,0.4,0.2
104,200312,0,0
105,102737,0.13,0.375
106,239513,0.33,0
107,316350,0,1
108,589992,1,1
109,377813,0.33,1
110,291055,0,0.5
111,130887,0.2,0.2
112,318220,0.67,0.666666667
113,224858,0,1
114,102113,0,0.5
115,333949,0.33,1
116,167719,0.5,0.5
117,151066,0,0.5
118,169378,0,0
119,284300,0.33,0.666666667
120,289447,0,1
121,180263,0,0.5
122,131504,0,0.5
123,491091,0.67,0.333333333
124,272006,0,1
125,314710,0.67,0.666666667
126,257125,0.5,0.25
127,294311,0.5,0.5
128,241955,0.2,0.5
129,210393,0.33,0
130,250448,0,1
131,162204,0.14,0.428571429
132,302795,0.25,0.75
133,365936,0.5,0.75
134,302402,0.25,0.5
135,160850,0,0.5
136,288580,1,1
137,190308,0.6,0.4
138,258782,0.17,0.666666667
139,241699,0.2,0.4
140,232483,0.4,0.6
141,266369,0,1
142,193009,0,0.5
143,557182,0.25,0.25
144,178660,0.33,0.666666667
145,230198,0.33,0.333333333
146,244627,0.25,0
147,297383,0.33,0.333333333
148,279556,0.17,0.333333333
149,160982,0,0.666666667
150,137272,0.25,0.5
151,172562,0.5,0.5
152,280165,0.6,0.2
153,199502,0.33,0.333333333
154,184634,0.5,0.5
155,308408,1,0
156,110306,0,0
157,121533,0.2,0.2
158,236705,0,0
159,288672,0.5,1
160,166186,0.25,0
161,179117,0,0.5
162,138078,0.5,0
163,262033,0.5,0.25
164,132427,0.33,0
165,122313,0,0
