id,income,car,scooter
1,414415.6667,0.333333333,0.333333333
2,289289.6667,0,0
3,214943.75,0.25,0.5
4,210182.6,0.2,0.2
5,315106.5,0.5,0.5
6,459953,0,1
7,229674.6,0.2,0.2
8,333481.5,0.5,0
9,300865.8333,0.333333333,0.666666667
10,850250,0.333333333,0
11,264352.25,0.25,0.5
12,265001.6667,0.333333333,0.333333333
13,585359.3333,0.333333333,0
14,412599.2,0.2,0.2
15,229350,0,0.333333333
16,321348.5,0,0.5
17,266992.6667,0.166666667,0
18,260001.6667,0.166666667,0.166666667
19,271415,0.333333333,0.666666667
20,324191,0,1
21,1194849,0,1
22,850408.5,0.25,0.5
23,391114.5,0.5,0.5
24,347119.5,0.25,0.5
25,453099.8,0.2,0.2
26,372982,0,0.5
27,161544.2,0.2,0.2
28,486313.5,0.25,0.75
29,503753.5,0.25,0.5
30,432633,0.333333333,1
31,674838,0.25,0.75
32,308901.2,0.2,0.2
33,179072.6667,0,0.333333333
34,227043.1818,0.090909091,0.181818182
35,331690,0,0.5
36,444598,0,1
37,510690,0.25,0.25
38,309973.75,0,0.5
39,579895.25,0.25,0.25
40,543191.6667,0.666666667,0.333333333
41,551126.5,0.5,0.5
42,425226,0.25,0.75
43,383440.5,0.5,1
44,212535,0.666666667,0
45,391960.3333,0.333333333,0.333333333
46,220634,0.2,0.2
47,262870.3333,0,0
48,441228,0.5,1
49,188277.2,0.2,0.2
50,454205,0,1
51,264839,0.142857143,0.571428571
52,1609100,0.5,0
53,365368.5,0,0
54,241766.5,0,0
55,307837,0,0
56,497670.8,0.2,0
57,541377.5,0.25,0
58,146564.5,0,0.333333333
59,163752,0,0
60,210127,0,0
61,214101.5,0,0.5
62,234723.5,0,0.5
63,291756.25,0.25,0.25
64,357880,0,0
65,222789.3333,0,0.166666667
66,477418.3333,0.333333333,0.333333333
67,402410.3333,0,0.333333333
68,777048.5,0.5,0
69,890483,0.25,0
70,358854.3333,0,0
71,193019,0.166666667,0.5
72,421453.8333,0.166666667,0.5
73,513589,0,0
74,293209,0,0.666666667
75,245619.5,0,0
76,412991.6,0.2,0.6
77,334368.6667,0,0.666666667
78,747797,1,1
79,310843.3333,0.333333333,0
80,218010,0,0.5
81,236706.25,0,0.25
82,208906.75,0.25,0.25
83,270321,0,0.5
84,184287.5,0,0.25
85,306378,0.333333333,0.666666667
86,331893.5,0.25,0.5
87,325619,0.2,0.8
88,259231.6667,0.333333333,0.333333333
89,313809.3333,0.333333333,0.333333333
90,359264,0.2,0.2
91,639921.75,0.5,0
92,404377.6667,0.333333333,0.333333333
93,475599.5,0.5,0
94,194117.5,0,0
95,342659.3333,0.333333333,0.166666667
96,202442.5,0,0
97,165971.75,0.25,0.25
98,348084,0,0.5
99,705349,0,0
100,479015.75,0.25,0.75
101,198057.3333,0,0.333333333
102,472727,0,0
103,657400,0,0
104,320477.3333,0.333333333,0.666666667
105,404102.5,0.5,0
106,158461,0.5,0.5
107,684834.3333,0.333333333,0
108,371842.3333,0,0.666666667
109,221626.5,0.25,0.25
110,695948.6667,0.333333333,0
111,543448,0.25,0
112,476557.6667,0.333333333,0.333333333
113,717418.25,0.5,0
114,283894.75,0,0.25
115,496728,0,1
116,162188.5,0,0
117,353008,0,1
118,109101,0,0.2
119,150644.3333,0,0.333333333
120,206656.25,0,0.5
121,162190.6,0,0.4
122,381130,0,1
123,234647.6,0.2,0.2
124,216730.2,0.2,0.6
125,174570.5,0,0.5
126,282046.5,0.5,0.5
127,335085,0,0.5
128,256859.6667,0,0.666666667
129,444033,0,0
130,588723,0.333333333,0.666666667
131,248108.5,0,0
132,453204.75,0.25,1
133,250060,0.2,0
134,204738,0,0.25
135,409314,0.333333333,0.333333333
136,270753.25,0.25,0.5
137,241362.9333,0.2,0.4
138,473734,0.333333333,0.666666667
139,286777.75,0,1
140,121210.6667,0.333333333,0.333333333
141,185150,0,0.25
142,152884.3333,0.166666667,0.333333333
143,160443.8,0.2,0.2
144,240372,0.333333333,0.666666667
145,481420.2,0.2,0.6
146,312219.25,0.25,0.5
147,495490.8,0.2,0.6
148,273880.5,0.5,1
149,367964,0.25,0.5
150,746663.5,0,1
151,230481.5,0,0.5
152,202052.2,0.2,0.4
153,204366.5,0.25,0.5
154,222845.25,0.25,0.25
155,227465,0,1
156,339871,0,0.333333333
157,233887.5,0.25,0.5
158,174215.6667,0,0.166666667
159,253214.3333,0.333333333,1
160,228315,0,0.333333333
161,259828.4,0.2,0.2
162,357214.5,0.5,0.5
163,305632,0.333333333,0.333333333
164,321873,0,0.75
165,319681,0,0
166,399710,0.5,0
167,129570.25,0,0
168,421309.3333,0.333333333,0.666666667
169,231552.5,0.25,0.25
170,321298.5,0,0.5
171,329995.25,0.25,0.75
172,386499.4286,0.142857143,0.571428571
173,172311.4,0,0.4
174,310866.5,0.25,0.5
175,206015,0,0
176,176517,0,0
177,202976,0,0
178,317456,0.333333333,0.333333333
179,224605.75,0,0
180,243118.5,0.25,0.5
181,205143.6667,0.166666667,0.333333333
182,373903,0.666666667,0.333333333
183,234662.6667,0.166666667,0.5
184,239025.25,0.125,0.375
185,297248,0.333333333,0.333333333
186,390135.5,0.25,0.25
187,302611.3333,0.333333333,0.666666667
188,376076.6667,0.166666667,0.666666667
189,269640.2,0.2,0.2
190,279505.7143,0.142857143,0.571428571
191,250854.25,0.25,0.5
192,277750,0,1
193,256749.3333,0,0.666666667
194,252317.5714,0,0.285714286
195,134038.5,0,0
196,205894.5,0.5,0.5
197,482103.25,0.25,0.75
198,240805.6667,0.333333333,0.333333333
199,301942.25,0,0.25
200,1132578,0.5,0
201,282033.6667,0.333333333,0.666666667
202,175649.25,0.25,0.25
203,255823,0.25,0.25
204,393370,0,0.333333333
205,652613.8333,0.5,0.333333333
206,354273.25,0.25,0.5
207,274348.6667,0.666666667,0.333333333
208,276381,0,0.333333333
209,66398.66667,0,0
210,220330.3333,0.333333333,0.333333333
211,630161,0.5,0.5
212,293676.5,0,0
213,526917.5,0.25,0.5
214,332379.3333,0.333333333,0.333333333
215,377695.75,0.5,0.5
216,588574,1,1
217,324450,0,0.333333333
218,487484,0.4,0.6
219,190975,0,0.333333333
220,784951,1,0
221,371313.5,0,0.5
222,429204,0.5,0.5
223,536029,0,0
224,381245.8,0.2,0.2
225,372030.75,0.25,0.5
226,199515.4,0.2,0.2
227,774093,0,1
228,245095,0,0.5
229,377663.7143,0.285714286,0.285714286
230,251540,0,0
231,408528.5,0,1
232,459316.5,0,0.5
233,216364.8,0,0.2
234,311151.5,0.25,0.25
235,339621,0.2,0.4
236,251017,0,0.2
237,172102.25,0,0.25
238,336165.5,0.25,0.75
239,1086485,0,1
240,318803.5,0,1
241,296639.6667,0,0.666666667
242,572902.25,0.5,0.5
243,357605,0,1
244,305208.5,0.25,0.75
245,314467.5,0.25,0.25
246,265012.5,0.25,0.25
247,335449,0.2,0.2
248,278292.5,0,0.5
249,1062685.5,0.5,0.5
250,328236.4286,0.142857143,0.571428571
251,515180,0,0.5
252,167184.8,0,0.4
253,302839.6667,0,0.333333333
254,668989.6667,0.666666667,0.333333333
255,476522.8,0.4,0.6
256,311784,0,0.333333333
257,403059.75,0.25,0.25
258,260496.25,0,0.25
259,201089.6,0.4,0.2
260,148699.25,0.25,0.5
261,397228.5,0,0.5
262,347770,0.5,0.5
263,117954.4,0,0.2
264,417629.5,0.25,0.25
265,251733.5,0.5,1
266,187420.75,0.25,0.5
267,195230.6,0,0.2
268,181794.8333,0,0.166666667
269,248939,0.142857143,0.571428571
270,238943.8,0.2,0.6
271,427982.5,0.25,0.5
272,230938.5,0,0.5
273,269067.2,0.2,0.6
274,567357.75,0.5,0.5
275,381288,0.333333333,0.333333333
276,266646.6667,0,0.333333333
277,373840.8,0.2,0.6
278,251463.75,0.25,0.25
279,412851.25,0,1
280,327171.5,0,0.5
281,606643,0,0
282,141969.2,0.2,0
283,202173,0,0
284,623877.5,0.5,0.5
285,335533.6667,0,0.333333333
286,259575.6667,0,0.666666667
287,279245.3333,0,0.333333333
288,500116.6667,0.333333333,0.333333333
289,594465.3333,0.333333333,0
290,246716.25,0.125,0.375
291,522101.3333,0,0.333333333
292,479738.25,0.25,0.5
293,250863,0,0
294,215631.5714,0.142857143,0.285714286
295,308563.2,0.4,0.4
296,174942,0,0
297,508272,0,0.333333333
298,264518.5,0,0
299,280521.75,0.25,0.75
300,473998.6667,0.333333333,0
301,351377.3333,0.333333333,0.333333333
302,156381,0,0.5
303,183008.6,0,0.4
304,268323.6,0.2,0
305,372630,0,0
306,183921.5,0,0
307,448514.6,0.2,0.6
308,333441.5,0.25,0.5
309,900998,0,1
310,338242,0.25,0
311,461319,0,1
312,237623,0,0
313,317879,0.2,0.6
314,603313.3333,0.333333333,0
315,332803,0.333333333,0.666666667
316,222716.5,0.166666667,0
317,428921.6667,0.333333333,0
318,362613.3333,0.333333333,0.333333333
319,189669.2,0.2,0.2
320,209864.4,0.2,0.2
321,118896.6667,0,0
322,89754,0,0.333333333
323,182011.3333,0,0.333333333
324,169708,0,0.5
325,306462.6667,0,0.666666667
326,427789,0.25,0.5
327,220485,0,0
328,373750,0,1
329,211549.5,0,0
330,444860,0,0
331,769351,0,1
332,219951,0.25,0.25
333,555509.5,0.5,0
334,186765.6,0.2,0.2
335,1009192,0.5,0
336,211559,0,0
337,619870,0,0
338,407720.75,0.25,0.5
339,189004.2,0,0.2
340,244397.5,0,0.25
341,343104.6667,0,0.666666667
342,263584.5,0,0
343,370790.5,0,1
344,334203,0,0.5
345,357800.3333,0,0.333333333
346,245251,0,0
347,178798.75,0.25,0
348,326575.25,0,0.5
349,294620,0.25,0.25
350,241548.3333,0,0.333333333
351,238000.8,0.2,0.2
352,189061.3333,0,0.333333333
353,376569.4,0.4,0
354,334403.5,0.25,0.25
355,357413.3333,0.333333333,0
356,198365.75,0.25,0
357,319242.3333,0.333333333,0.333333333
358,246285.25,0.25,0
359,205986,0,0.25
360,427195.6667,0.333333333,0
361,607615,0,1
362,395281.3333,0.333333333,0.333333333
363,536241.25,0.25,0
364,632788.5,0.5,0.5
365,239567,0,0
366,245814.3333,0.333333333,0.333333333
367,536762.5,0.5,0.5
368,333352.25,0.25,0
369,605435,0.5,0
370,625053,0.333333333,0
371,643817,0,0
372,462235,0.333333333,0
373,390013.5,0.5,0.25
374,396478.5,0.5,0.5
375,302153.8333,0.333333333,0.166666667
376,140170.6,0.2,0
377,211277,0,0.6
378,117363,0,0
379,233394,0,0
380,252084.5,0.25,0.375
381,255724,0,0.5
382,250285.2,0.2,0
383,932714,0.5,0
384,182721.6667,0,0
385,446359.6667,0,0
386,277056,0,0
387,142176.6667,0.333333333,0
388,125614.4286,0,0.285714286
389,228485,0,0
390,224540,0,0
391,141283,0.166666667,0.166666667
392,306065.3333,0.333333333,0.333333333
393,262002.3333,0,0
394,153691,0,0
395,201339.25,0,1
396,383055.6667,0.666666667,0.666666667
397,370369,0,0
398,380587.3333,0.333333333,0.333333333
399,463444,0,1
400,316478.6667,0,0.333333333
401,205257,0,0
402,325243.4,0.2,0.4
403,333579.2,0,0.6
404,726807.6667,0.333333333,0.333333333
405,541788,0,0
406,361689.8,0.2,0.2
407,246779.25,0.25,0.5
408,236255.8,0.2,0.4
409,635844.5,0.25,0.5
410,260050.8571,0.285714286,0.714285714
411,361325.3333,0.333333333,0.333333333
412,189724.5,0.166666667,0.333333333
413,218081.3333,0,0.333333333
414,463704,1,1
415,482205.3333,0.333333333,0.333333333
416,263078.75,0.25,0.25
417,314018.3333,0.333333333,0.666666667
418,310405,0,0.75
419,118047.5,0,0
420,213520.6667,0,0.333333333
421,233456.5,0.25,0.5
422,286688,0.333333333,0
423,327316,0.25,0.5
424,685037.5,1,0
425,286961.25,0.25,0.5
426,298504,0.25,1
427,116729.5,0,0.5
428,342942,0,1
429,340686.5,0,0.5
430,898724,1,0
431,178260,0.5,0
432,210068.6667,0,0.333333333
433,282295.3333,0,0.333333333
434,319687.75,0,0.75
435,327859.5,0.25,0.5
436,491024,0,1
437,315853.5,0,0.5
438,218293,0,0.25
439,74513.5,0,0.25
440,277445,0.5,1
441,188243.3333,0,0.666666667
442,162743.5,0,0
443,147314.75,0,0.25
444,314599,0.333333333,0.666666667
445,381668.5,0,0.5
446,243118.2,0,0.8
447,179856.75,0,0
448,281547.5,0,0.5
449,195227.75,0.25,0.25
450,184281.75,0.25,0.25
451,303068,0,0.666666667
452,129675.4,0,0.4
453,239305,0.2,0.6
454,255155.6,0.2,0.6
455,471265,0.333333333,0.666666667
456,301572,0,0
457,531395.25,0.25,0.75
458,276841.75,0.25,0.5
459,275941,0,0.5
460,438513.5,0,1
461,359936.75,0.25,0.5
462,278481.75,0.25,0.25
463,198418.75,0.25,0.5
464,130836.1667,0,0.166666667
465,323996.25,0,0.25
466,947181,0,1
467,169199.8,0.2,1
468,260654,0,0.333333333
469,219417.6667,0,0.333333333
470,443417.2,0.2,1
471,326592.3333,0,0.166666667
472,287935.75,0.25,0.5
473,945753.5,0.5,0.5
474,442509,0.333333333,0.333333333
475,275097,0,0.5
476,320870.6667,0.333333333,0.666666667
477,289571,0.25,0.75
478,594093,0,1
479,323686.3333,0.666666667,0
480,346804,0,1
481,353227.75,0.25,0
482,385867.3333,0,0.333333333
483,679163.5,0.5,0
484,377616,0.333333333,0.666666667
485,205900.6667,0.166666667,0.5
486,194016.7143,0.142857143,0.428571429
487,548512,0,0.333333333
488,263021.3333,0.333333333,0.333333333
489,455649.5,0,0.5
490,261691.4,0,0.4
491,350811.25,0,0.5
492,202849.2,0.2,0.4
493,501541.5,0.25,0.5
494,215592.5,0.25,0.25
495,305421.25,0.25,0.75
496,518950,0,0
497,185563.2857,0.142857143,0.142857143
498,163804.25,0,0.5
499,331424.5,0,1
500,175676.8,0,0.2
501,148778.25,0.25,0.25
502,258009,0,0.5
503,283382.8,0.2,0.2
504,210523.75,0.25,0.25
505,389244.5,0,0.5
506,570392,0.5,0
507,171556.5,0,0.25
508,262740,0,0
509,479471.3333,0,0.666666667
510,219713.6667,0,0.666666667
511,613681,0.333333333,0.666666667
512,639813.5,1,0.5
513,217272,0,0.5
514,212262.8,0,0.4
515,228888.75,0,0.25
516,270957.2,0.2,0.2
517,277685.5,0.25,0.5
518,288026.6,0.2,1
519,178567.3333,0,0.333333333
520,308776.75,0,0.5
521,280738.5,0,0.5
522,197528.6,0,0.2
523,407824,0.333333333,0.666666667
524,168469.6667,0.166666667,0.333333333
525,224830.3333,0,0.333333333
526,277053.6,0.2,0.4
527,233284.6667,0,0.666666667
528,318591.6667,0.166666667,0.166666667
529,292062.25,0.25,0.25
530,208877.4,0,0.2
531,960179,0,1
532,352808,0,0.5
533,198421.75,0,0.5
534,198207,0,0.5
535,154438,0,0
536,313259,0,0.333333333
537,232687.8,0.2,0.2
538,348460,0,1
539,409370,0,1
540,600830.25,0.25,0.5
541,429982.1667,0,0.5
542,285524.5,0.25,0.75
543,296745,0.2,0.2
544,560296.2,0.6,0.6
545,255755.5,1,1
546,320598,0.333333333,0.333333333
547,285026.25,0.25,0.25
548,399254,0.333333333,0.333333333
549,272373.6667,0,0.666666667
550,416045.6,0.8,1
551,148134.5,0,0.5
552,186667,0,0.5
553,206822.8333,0.166666667,0.666666667
554,489084,0,0.5
555,262242.75,0.25,0.25
556,167848.75,0.25,0
557,358292.6667,0,0.666666667
558,337322.5,0.25,1
559,245895.25,0,0.75
560,306271.75,0.5,1
561,318155.6667,0.333333333,0.333333333
562,173691.25,0,0.5
563,641249.6667,0.333333333,0.333333333
564,303062.6667,0,0.666666667
565,241400.25,0.25,0.25
566,174552,0,0.25
567,217572.5,0.166666667,0.333333333
568,443247.25,0.25,0.5
569,493888.6667,0.666666667,0.333333333
570,596151,0,0
571,334428.3333,0.333333333,0
572,543427.5,0.5,0.5
573,490654.3333,0.333333333,0.666666667
574,726798,1,0
575,523623,0,1
576,164078.5,0,0.5
577,217071.75,0.25,0.5
578,205243.6,0.2,0.2
579,143681.5,0,0.25
580,306751.4,0.2,0.2
581,294059.3333,0.333333333,0.666666667
582,545787.6667,0.333333333,0.333333333
583,180798.2,0,0.4
584,271723.1667,0.333333333,0
585,259029.6667,0.166666667,0.5
586,173222.75,0.25,0.25
587,317753,0.25,0.25
588,436311.5,0.5,0.5
589,193988.4,0.2,0.2
590,185042.3333,0,0.333333333
591,216451,0,0
592,277904.5,0,0.5
593,354478,0.333333333,0.666666667
594,738380.6667,0.333333333,0.666666667
595,480826.5,0.5,1
596,484572,0.25,0.25
597,351183,0.25,0.5
598,200152.5,0.25,0.5
599,195906.75,0,0.25
600,320525.5,0.25,0.75
601,318260.25,0.25,0.5
602,428218,0,0
603,417681.6667,0.333333333,1
604,184183.8,0.2,0.2
605,307801.75,0,0.5
606,251396.7143,0.142857143,0.428571429
607,290162,0.25,0.75
608,101260,0,0
609,457554,0.4,0.6
610,231157.6667,0.333333333,0.666666667
611,1168773.5,0.5,0.5
612,295838.5,0.5,0.25
613,328462,0,1
614,546476,0.333333333,0.333333333
615,274205.25,0.5,0.25
616,309081,0.5,0.5
617,368303.5,0.25,0.25
618,214615,0,1
619,232751,0.25,0.5
620,420759,0,1
621,180355.2,0.2,0.2
622,426955,0,1
623,583523,0,1
624,414517,0,1
625,494397.5,0.25,0.5
626,730221,1,0
627,235343.2,0.4,0
628,593094,0.4,0.2
629,408934,0,0.5
630,201292,0,0
631,199877.25,0.5,0.5
632,392309.6667,0.333333333,0.333333333
633,220390.6667,0,0.333333333
634,462477.75,0.25,0.25
635,534451,0.5,0.5
636,342743.6,0.4,0.4
637,189471,0,0.333333333
638,179646.25,0.25,0.5
639,292589.7143,0.428571429,0.285714286
640,448213,0.5,0
641,373427,0.25,0.25
642,605397,0,1
643,298018.5,0.25,0
644,378733.3333,0.333333333,0.333333333
645,225390.5,0,0.5
646,261270.6667,0.333333333,0
647,242908.5,0,0
648,487736,0,1
649,298161,0,0
650,359744.3333,0,0.333333333
651,300148,0,0
652,370113.6667,0,0.666666667
653,276924.75,0.25,0.5
654,655505,0,1
655,313087,0,0.333333333
656,357714.75,0,1
657,463024.5,0,0.5
658,179499.8889,0.222222222,0.222222222
659,413558.5,0,0.25
660,216907.2,0.2,0.4
661,220416.75,0.25,0.25
662,170194,0,0
663,982207,0,1
664,235553.8333,0.166666667,0.166666667
665,634832.5,0.5,0
666,180480,0,0
667,184979.1667,0,0.166666667
668,159909.6,0,0.4
669,532962,0.25,0.75
670,328687.3333,0,0.333333333
671,214287.25,0.25,0.25
672,513113.5,0.75,0.25
673,531261,0.25,0.5
674,277410.75,0,0.5
675,496083.5,0,1
676,395336.5,0,0.5
677,286690,0,1
678,266214.5,0,0
679,113619,0,0
680,164901.5,0,0.5
